,ORIGINAL_SCRIPT_CHARACTER,FAN_WORK_FILENAME,matches_count
12911,074,009,13
12924,074,091,140
13064,074,097,111
13175,074,040,50
13225,074,060,73
13298,074,118,205
13503,074,031,51
13554,074,067,66
13620,074,094,156
13776,074,084,81
13857,074,023,39
13896,074,104,77
13973,074,m20,82
14055,074,032,106
14161,074,073,65
14226,074,090,150
14376,074,025,86
14462,074,m13,80
14542,074,011,32
14574,074,087,49
14623,074,m08,93
14716,074,070,103
14819,074,m32,91
14910,074,054,62
14972,074,m34,95
15067,074,048,58
15125,074,075,12
15137,074,082,237
15374,074,131,40
15414,074,101,86
15500,074,052,105
15605,074,088,85
15690,074,010,6
15696,074,122,85
15781,074,037,18
15799,074,m35,109
15908,074,076,13
15921,074,114,38
0,082,m28,12
12,082,059,125
137,082,080,131
268,082,115,72
340,082,024,42
382,082,013,12
394,082,100,45
439,082,021,58
497,082,m24,86
583,082,046,24
607,082,125,91
698,082,022,40
738,082,099,82
820,082,m21,56
876,082,001,14
890,082,119,98
988,082,006,12
1000,082,030,67
1067,082,079,36
1103,082,m17,37
1140,082,m31,65
1205,082,107,49
1254,082,m19,75
1329,082,055,109
1438,082,018,31
1469,082,042,105
1574,082,127,147
1721,082,128,107
1828,082,053,25
1853,082,027,19
1872,082,005,19
1891,082,029,107
1998,082,017,60
2058,082,033,78
2136,082,m30,149
2285,082,m29,82
2367,082,034,7
2374,082,089,64
2438,082,m16,85
2523,082,m11,67
2590,082,092,68
2658,082,113,59
2717,082,093,97
2814,082,069,97
2911,082,035,71
2982,082,m14,65
3047,082,108,127
3174,082,058,106
3280,082,081,122
3402,082,109,73
3475,082,129,58
3533,082,068,122
3655,082,039,120
3775,082,061,150
3925,082,003,6
3931,082,014,13
3944,082,serr2,59
4003,082,050,97
4100,082,037,79
4179,082,008,10
4189,082,049,52
4241,082,126,79
4320,082,085,24
4344,082,074,235
4579,082,m22,53
4632,082,102,35
4667,082,130,62
4729,082,123,76
4805,082,016,96
4901,082,072,56
4957,082,m33,27
4984,082,117,52
5036,082,065,57
5093,082,002,12
5105,082,062,131
5236,082,083,33
5269,082,m15,67
5336,082,m27,26
5362,082,110,152
5514,082,106,49
5563,082,071,103
5666,082,043,114
5780,082,044,56
5836,082,077,133
5969,082,m26,55
6024,082,051,61
6085,082,124,68
6153,082,120,82
6235,082,047,92
6327,082,m23,90
6417,082,112,57
6474,082,045,59
6533,082,063,169
6702,082,012,63
6765,082,041,33
6798,082,095,55
6853,082,m18,41
6894,082,004,6
6900,082,121,68
6968,082,m12,40
7008,082,096,14
7022,082,111,77
7099,082,007,7
7106,082,103,25
7131,082,066,136
7267,082,105,59
7326,082,026,48
7374,082,078,67
7441,082,116,140
7581,082,057,33
7614,082,086,126
7740,082,056,79
7819,082,009,12
7831,082,091,126
7957,082,097,92
8049,082,040,93
8142,082,060,34
8176,082,118,120
8296,082,031,86
8382,082,067,51
8433,082,094,99
8532,082,084,103
8635,082,023,19
8654,082,104,55
8709,082,m20,72
8781,082,032,70
8851,082,073,58
8909,082,090,188
9097,082,025,51
9148,082,m13,60
9208,082,011,54
9262,082,087,74
9336,082,m08,26
9362,082,070,101
9463,082,m32,117
9580,082,054,61
9641,082,m34,127
9768,082,048,61
9829,082,082,3832
13661,082,131,48
13709,082,101,63
13772,082,052,75
13847,082,088,111
13958,082,122,87
14045,082,037,22
14067,082,m35,82
14149,082,076,15
14164,082,114,66
0,m11,m28,21
21,m11,059,143
164,m11,080,102
266,m11,115,87
353,m11,024,50
403,m11,013,12
415,m11,100,29
444,m11,021,39
483,m11,m24,242
725,m11,046,55
780,m11,125,81
861,m11,022,51
912,m11,099,59
971,m11,m21,206
1177,m11,001,6
1183,m11,119,91
1274,m11,006,6
1280,m11,030,89
1369,m11,079,72
1441,m11,000,12
1453,m11,m17,120
1573,m11,m31,113
1686,m11,107,74
1760,m11,m19,133
1893,m11,055,89
1982,m11,018,32
2014,m11,042,160
2174,m11,127,90
2264,m11,128,54
2318,m11,053,13
2331,m11,027,86
2417,m11,005,7
2424,m11,028,18
2442,m11,029,64
2506,m11,017,19
2525,m11,033,75
2600,m11,m30,123
2723,m11,m29,106
2829,m11,034,7
2836,m11,089,76
2912,m11,064,30
2942,m11,m16,162
3104,m11,m11,2664
5768,m11,092,40
5808,m11,113,112
5920,m11,093,97
6017,m11,069,82
6099,m11,035,32
6131,m11,m14,182
6313,m11,108,56
6369,m11,058,87
6456,m11,081,86
6542,m11,m36,25
6567,m11,109,53
6620,m11,129,142
6762,m11,068,114
6876,m11,039,104
6980,m11,061,159
7139,m11,003,32
7171,m11,014,6
7177,m11,serr2,95
7272,m11,050,65
7337,m11,037,78
7415,m11,008,18
7433,m11,049,60
7493,m11,126,172
7665,m11,085,42
7707,m11,074,102
7809,m11,m22,213
8022,m11,102,60
8082,m11,130,40
8122,m11,123,169
8291,m11,016,66
8357,m11,072,54
8411,m11,m33,158
8569,m11,117,142
8711,m11,065,73
8784,m11,002,12
8796,m11,062,89
8885,m11,083,47
8932,m11,m15,151
9083,m11,m27,86
9169,m11,110,34
9203,m11,106,61
9264,m11,071,113
9377,m11,043,58
9435,m11,015,12
9447,m11,044,47
9494,m11,077,55
9549,m11,m26,137
9686,m11,051,85
9771,m11,124,92
9863,m11,120,40
9903,m11,047,78
9981,m11,m23,119
10100,m11,112,98
10198,m11,045,87
10285,m11,063,129
10414,m11,012,39
10453,m11,041,121
10574,m11,095,56
10630,m11,m18,169
10799,m11,098,13
10812,m11,004,6
10818,m11,121,80
10898,m11,m12,168
11066,m11,096,6
11072,m11,111,110
11182,m11,007,18
11200,m11,103,73
11273,m11,066,109
11382,m11,105,52
11434,m11,026,14
11448,m11,078,69
11517,m11,116,96
11613,m11,057,66
11679,m11,086,57
11736,m11,056,103
11839,m11,091,197
12036,m11,097,83
12119,m11,040,101
12220,m11,060,59
12279,m11,118,64
12343,m11,031,42
12385,m11,067,106
12491,m11,094,79
12570,m11,084,96
12666,m11,023,12
12678,m11,104,82
12760,m11,m20,92
12852,m11,032,68
12920,m11,073,81
13001,m11,090,90
13091,m11,025,36
13127,m11,m13,222
13349,m11,011,39
13388,m11,087,67
13455,m11,m08,143
13598,m11,070,65
13663,m11,m32,172
13835,m11,054,31
13866,m11,m34,115
13981,m11,048,69
14050,m11,075,6
14056,m11,082,60
14116,m11,131,125
14241,m11,101,133
14374,m11,052,125
14499,m11,088,70
14569,m11,122,47
14616,m11,037,20
14636,m11,m35,147
14783,m11,076,6
14789,m11,114,84
