,ORIGINAL_SCRIPT_CHARACTER,FAN_WORK_FILENAME,matches_count
3681,116,049,63
3744,116,126,54
3798,116,085,56
3854,116,074,164
4018,116,m22,34
4052,116,102,66
4118,116,130,31
4149,116,123,95
4244,116,016,56
4300,116,072,52
4352,116,m33,59
4411,116,117,52
4463,116,065,70
4533,116,002,24
4557,116,062,70
4627,116,083,25
4652,116,m15,51
4703,116,m27,80
4783,116,110,171
4954,116,106,60
5014,116,071,72
5086,116,043,44
5130,116,015,18
5148,116,044,49
5197,116,077,92
5289,116,m26,66
5355,116,051,51
5406,116,124,50
5456,116,120,145
5601,116,047,46
5647,116,m23,68
5715,116,112,65
5780,116,045,74
5854,116,063,110
5964,116,012,32
5996,116,041,48
6044,116,095,73
6117,116,m18,31
6148,116,098,29
6177,116,004,12
6189,116,121,106
6295,116,m12,39
6334,116,096,6
6340,116,111,85
6425,116,007,18
6443,116,103,43
6486,116,066,144
6630,116,105,91
6721,116,026,45
6766,116,078,92
6858,116,116,3595
10453,116,057,46
10499,116,086,179
10678,116,056,78
10756,116,091,163
10919,116,097,90
11009,116,040,72
11081,116,060,40
11121,116,118,202
11323,116,031,47
11370,116,067,41
11411,116,094,97
11508,116,084,102
11610,116,023,14
11624,116,104,100
11724,116,m20,56
11780,116,032,49
11829,116,073,63
11892,116,090,200
12092,116,025,30
12122,116,m13,74
12196,116,011,24
12220,116,087,40
12260,116,m08,81
12341,116,070,53
12394,116,m32,116
12510,116,054,40
12550,116,m34,145
12695,116,048,63
12758,116,082,133
12891,116,131,66
12957,116,101,63
13020,116,052,75
13095,116,088,79
13174,116,010,6
13180,116,122,93
13273,116,037,18
13291,116,m35,93
13384,116,076,13
13397,116,114,38
0,102,059,77
77,102,080,62
139,102,115,162
301,102,024,51
352,102,013,6
358,102,100,186
544,102,021,12
556,102,m24,75
631,102,046,75
706,102,125,73
779,102,022,13
792,102,099,100
892,102,m21,44
936,102,001,6
942,102,119,68
1010,102,006,37
1047,102,030,62
1109,102,079,113
1222,102,000,13
1235,102,m17,26
1261,102,m31,109
1370,102,107,151
1521,102,m19,30
1551,102,055,32
1583,102,018,6
1589,102,042,49
1638,102,127,72
1710,102,128,37
1747,102,053,16
1763,102,027,25
1788,102,005,18
1806,102,028,20
1826,102,029,45
1871,102,017,30
1901,102,033,44
1945,102,m30,35
1980,102,m29,41
2021,102,089,90
2111,102,064,18
2129,102,m16,57
2186,102,m11,62
2248,102,092,140
2388,102,113,166
2554,102,093,57
2611,102,069,73
2684,102,035,29
2713,102,m14,83
2796,102,108,51
2847,102,058,40
2887,102,081,33
2920,102,m36,6
2926,102,109,191
3117,102,129,51
3168,102,068,44
3212,102,039,71
3283,102,061,38
3321,102,003,25
3346,102,014,6
3352,102,serr2,124
3476,102,050,26
3502,102,037,52
3554,102,049,40
3594,102,126,60
3654,102,085,82
3736,102,074,77
3813,102,m22,68
3881,102,102,3213
7094,102,130,28
7122,102,123,69
7191,102,016,20
7211,102,072,59
7270,102,m33,84
7354,102,117,14
7368,102,065,75
7443,102,062,50
7493,102,083,50
7543,102,m15,15
7558,102,m27,191
7749,102,110,46
7795,102,106,143
7938,102,071,65
8003,102,043,21
8024,102,015,25
8049,102,044,25
8074,102,077,70
8144,102,m26,50
8194,102,051,46
8240,102,124,70
8310,102,120,94
8404,102,047,60
8464,102,m23,58
8522,102,112,29
8551,102,045,46
8597,102,063,30
8627,102,012,38
8665,102,041,78
8743,102,095,115
8858,102,m18,47
8905,102,098,22
8927,102,004,6
8933,102,121,30
8963,102,m12,42
9005,102,096,13
9018,102,111,93
9111,102,103,140
9251,102,066,75
9326,102,105,130
9456,102,026,26
9482,102,078,37
9519,102,116,60
9579,102,057,49
9628,102,086,46
9674,102,056,71
9745,102,091,50
9795,102,097,151
9946,102,040,69
10015,102,060,71
10086,102,118,17
10103,102,031,39
10142,102,067,92
10234,102,094,75
10309,102,084,77
10386,102,023,6
10392,102,104,81
10473,102,m20,68
10541,102,032,76
10617,102,073,36
10653,102,090,81
10734,102,025,19
10753,102,m13,63
10816,102,011,26
10842,102,087,122
10964,102,m08,66
11030,102,070,104
11134,102,m32,85
11219,102,054,33
11252,102,m34,121
11373,102,048,37
11410,102,075,8
11418,102,082,42
11460,102,131,64
11524,102,101,73
11597,102,052,79
11676,102,088,109
11785,102,122,45
11830,102,037,6
11836,102,m35,35
11871,102,114,42
0,103,m28,6
6,103,059,137
143,103,080,43
186,103,115,227
413,103,024,39
452,103,100,146
598,103,021,16
614,103,m24,68
682,103,046,39
721,103,125,49
770,103,022,34
804,103,099,73
877,103,m21,37
914,103,119,55
969,103,006,18
987,103,030,19
1006,103,079,69
1075,103,000,7
1082,103,m17,20
1102,103,m31,49
1151,103,107,129
1280,103,m19,58
1338,103,055,91
1429,103,018,30
1459,103,042,74
1533,103,127,41
1574,103,128,50
1624,103,053,33
1657,103,027,64
1721,103,005,6
1727,103,028,12
1739,103,029,58
1797,103,017,53
1850,103,033,73
1923,103,m30,82
2005,103,m29,35
2040,103,034,12
2052,103,089,55
2107,103,064,19
2126,103,m16,52
2178,103,m11,73
2251,103,092,99
2350,103,113,216
2566,103,093,35
2601,103,069,57
2658,103,035,66
2724,103,m14,85
2809,103,108,77
2886,103,m25,6
2892,103,058,32
2924,103,081,54
2978,103,m36,6
2984,103,109,139
3123,103,129,91
3214,103,068,63
3277,103,039,102
3379,103,061,70
3449,103,003,12
3461,103,serr2,91
3552,103,050,55
3607,103,037,33
3640,103,008,13
3653,103,049,68
3721,103,126,51
3772,103,085,86
3858,103,074,70
3928,103,m22,65
3993,103,102,150
4143,103,130,30
4173,103,123,72
4245,103,016,73
4318,103,072,89
4407,103,m33,44
4451,103,117,66
4517,103,065,102
4619,103,002,40
4659,103,062,61
4720,103,083,97
4817,103,m15,43
4860,103,m27,164
5024,103,110,73
5097,103,106,169
5266,103,071,63
5329,103,043,60
5389,103,015,26
5415,103,044,28
5443,103,077,45
5488,103,m26,50
5538,103,051,67
5605,103,124,41
5646,103,120,66
5712,103,047,50
5762,103,m23,44
5806,103,112,27
5833,103,045,54
5887,103,063,84
5971,103,012,34
6005,103,041,82
6087,103,095,74
6161,103,m18,12
6173,103,004,18
6191,103,121,60
6251,103,m12,28
6279,103,111,104
6383,103,007,12
6395,103,103,3485
9880,103,066,52
9932,103,105,148
10080,103,026,26
10106,103,078,48
10154,103,116,44
10198,103,057,19
10217,103,086,59
10276,103,056,39
10315,103,091,75
10390,103,097,169
10559,103,040,38
10597,103,060,90
10687,103,118,61
10748,103,031,55
10803,103,067,71
10874,103,094,70
10944,103,084,40
10984,103,023,18
11002,103,104,80
11082,103,m20,36
11118,103,032,60
11178,103,073,52
11230,103,090,45
11275,103,025,37
11312,103,m13,35
11347,103,011,13
11360,103,087,74
11434,103,m08,48
11482,103,070,148
11630,103,m32,118
11748,103,054,45
11793,103,m34,51
11844,103,048,54
11898,103,082,25
11923,103,131,45
11968,103,101,108
12076,103,052,35
12111,103,088,72
12183,103,010,6
12189,103,122,53
12242,103,037,15
12257,103,m35,40
12297,103,076,6
12303,103,114,40
0,117,m28,33
33,117,059,71
104,117,080,49
153,117,115,59
212,117,024,28
240,117,013,14
254,117,100,63
317,117,021,54
371,117,m24,141
512,117,046,38
550,117,125,69
619,117,022,41
660,117,099,57
717,117,m21,241
958,117,001,12
970,117,119,90
1060,117,006,50
1110,117,030,21
1131,117,079,28
1159,117,m17,101
1260,117,m31,162
1422,117,107,47
1469,117,m19,128
1597,117,055,71
1668,117,018,45
1713,117,042,68
1781,117,127,88
1869,117,128,130
1999,117,053,6
2005,117,027,34
2039,117,005,21
2060,117,029,26
2086,117,017,32
2118,117,033,43
2161,117,m30,86
2247,117,m29,210
2457,117,034,18
2475,117,089,54
2529,117,064,11
2540,117,m16,187
2727,117,m11,138
2865,117,092,50
2915,117,113,86
3001,117,093,75
3076,117,069,44
3120,117,035,18
3138,117,m14,166
3304,117,108,56
3360,117,m25,18
3378,117,058,58
3436,117,081,44
3480,117,m36,63
3543,117,109,76
3619,117,129,235
3854,117,068,69
3923,117,039,55
3978,117,061,77
4055,117,003,12
4067,117,serr2,69
4136,117,050,59
4195,117,037,44
4239,117,008,26
4265,117,049,39
4304,117,126,118
4422,117,085,88
4510,117,074,93
4603,117,m22,184
4787,117,102,13
4800,117,130,125
4925,117,123,148
5073,117,016,48
5121,117,072,60
5181,117,m33,142
5323,117,117,2734
8057,117,065,42
8099,117,002,19
8118,117,062,53
8171,117,083,27
8198,117,m15,139
8337,117,m27,135
8472,117,110,36
8508,117,106,70
8578,117,071,59
8637,117,043,54
8691,117,015,12
8703,117,044,23
8726,117,077,61
8787,117,m26,148
8935,117,051,67
9002,117,124,131
9133,117,120,81
9214,117,047,49
9263,117,m23,106
9369,117,112,150
9519,117,045,57
9576,117,063,92
9668,117,012,34
9702,117,041,67
9769,117,095,37
9806,117,m18,101
9907,117,098,6
9913,117,121,96
10009,117,m12,117
10126,117,111,87
10213,117,007,44
10257,117,103,74
10331,117,066,51
10382,117,105,34
10416,117,026,45
10461,117,078,49
10510,117,116,51
10561,117,057,21
10582,117,086,48
10630,117,056,55
10685,117,009,25
10710,117,091,112
10822,117,097,81
10903,117,040,60
10963,117,060,61
11024,117,118,78
11102,117,031,34
11136,117,067,53
11189,117,094,108
11297,117,084,49
11346,117,023,19
11365,117,104,83
11448,117,m20,79
11527,117,032,35
11562,117,073,19
11581,117,090,73
11654,117,025,22
11676,117,m13,84
11760,117,011,48
11808,117,087,34
11842,117,m08,100
11942,117,070,69
12011,117,m32,168
12179,117,054,31
12210,117,m34,126
12336,117,048,20
12356,117,082,65
12421,117,131,84
12505,117,101,147
12652,117,052,57
12709,117,088,103
12812,117,122,84
12896,117,m35,174
13070,117,076,26
13096,117,114,30
0,003,m28,24
24,003,059,36
60,003,080,32
92,003,115,43
135,003,024,14
149,003,013,36
185,003,100,38
223,003,021,16
239,003,046,6
245,003,125,6
251,003,022,21
272,003,099,24
296,003,m21,18
314,003,001,9
323,003,006,30
353,003,030,20
373,003,079,25
398,003,000,32
430,003,m17,6
436,003,m31,6
442,003,107,12
454,003,m19,12
466,003,055,6
472,003,018,12
484,003,042,54
538,003,127,37
575,003,128,18
593,003,053,59
652,003,027,13
665,003,005,30
695,003,028,45
740,003,017,18
758,003,033,37
795,003,m30,31
826,003,m29,6
832,003,034,18
850,003,089,6
856,003,064,30
886,003,m16,7
893,003,m11,20
913,003,092,6
919,003,113,18
937,003,093,19
956,003,069,6
962,003,035,14
976,003,m14,19
995,003,108,12
1007,003,m25,12
1019,003,058,31
1050,003,081,45
1095,003,m36,24
1119,003,109,13
1132,003,129,6
1138,003,068,20
1158,003,039,18
1176,003,061,18
1194,003,003,2622
3816,003,014,27
3843,003,serr2,21
3864,003,050,7
3871,003,037,14
3885,003,008,6
3891,003,049,14
3905,003,126,12
3917,003,085,31
3948,003,074,37
3985,003,102,24
4009,003,130,19
4028,003,123,12
4040,003,016,12
4052,003,072,19
4071,003,m33,12
4083,003,117,6
4089,003,002,12
4101,003,062,33
4134,003,083,12
4146,003,m15,12
4158,003,m27,12
4170,003,110,12
4182,003,106,13
4195,003,071,27
4222,003,043,13
4235,003,015,52
4287,003,077,19
4306,003,m26,12
4318,003,051,13
4331,003,124,13
4344,003,120,18
4362,003,047,13
4375,003,m23,18
4393,003,112,24
4417,003,045,6
4423,003,063,18
4441,003,012,28
4469,003,041,39
4508,003,095,25
4533,003,m18,6
4539,003,098,28
4567,003,004,26
4593,003,121,12
4605,003,m12,13
4618,003,096,27
4645,003,111,32
4677,003,007,13
4690,003,103,12
4702,003,066,32
4734,003,105,6
4740,003,026,41
4781,003,078,18
4799,003,116,19
4818,003,057,12
4830,003,086,7
4837,003,056,18
4855,003,009,20
4875,003,091,6
4881,003,097,26
4907,003,040,6
4913,003,060,19
4932,003,118,12
4944,003,067,30
4974,003,094,37
5011,003,084,7
5018,003,023,12
5030,003,104,6
5036,003,m20,19
5055,003,032,18
5073,003,073,19
5092,003,090,20
5112,003,025,20
5132,003,m13,26
5158,003,011,20
5178,003,087,18
5196,003,m08,18
5214,003,070,18
5232,003,m32,39
5271,003,054,7
5278,003,m34,27
5305,003,082,12
5317,003,131,6
5323,003,101,19
5342,003,052,14
5356,003,088,31
5387,003,010,12
5399,003,122,24
5423,003,037,6
5429,003,m35,29
5458,003,076,18
5476,003,114,45
0,017,m28,12
12,017,059,99
111,017,080,39
150,017,115,20
170,017,024,72
242,017,013,21
263,017,100,58
321,017,021,153
474,017,m24,23
497,017,046,14
511,017,125,49
560,017,022,88
648,017,099,59
707,017,m21,33
740,017,001,22
762,017,119,44
806,017,006,26
832,017,030,35
867,017,079,32
899,017,000,12
911,017,m17,34
945,017,m31,34
979,017,107,50
1029,017,m19,55
1084,017,055,48
1132,017,018,82
1214,017,042,26
1240,017,127,46
1286,017,128,84
1370,017,053,19
1389,017,027,56
1445,017,005,34
1479,017,028,30
1509,017,029,33
1542,017,017,2598
4140,017,033,86
4226,017,m30,59
4285,017,m29,31
4316,017,034,6
4322,017,089,41
4363,017,064,17
4380,017,m16,39
4419,017,m11,31
4450,017,092,15
4465,017,113,19
4484,017,093,63
4547,017,069,39
4586,017,035,37
4623,017,m14,32
4655,017,108,40
4695,017,m25,6
4701,017,058,98
4799,017,081,99
4898,017,m36,7
4905,017,109,33
4938,017,129,75
5013,017,068,39
5052,017,039,37
5089,017,061,66
5155,017,003,24
5179,017,014,63
5242,017,serr2,70
5312,017,050,60
5372,017,037,34
5406,017,008,12
5418,017,049,19
5437,017,126,44
5481,017,085,45
5526,017,074,71
5597,017,m22,34
5631,017,102,36
5667,017,130,37
5704,017,123,38
5742,017,016,137
5879,017,072,32
5911,017,m33,63
5974,017,117,39
6013,017,065,37
6050,017,002,20
6070,017,062,87
6157,017,083,12
6169,017,m15,19
6188,017,m27,6
6194,017,110,14
6208,017,106,71
6279,017,071,49
6328,017,043,20
6348,017,015,37
6385,017,044,26
6411,017,077,46
6457,017,m26,12
6469,017,051,77
6546,017,124,42
6588,017,120,76
6664,017,047,13
6677,017,m23,19
6696,017,112,36
6732,017,045,34
6766,017,063,77
6843,017,012,124
6967,017,041,56
7023,017,095,52
7075,017,m18,35
7110,017,098,12
7122,017,004,19
7141,017,121,72
7213,017,m12,26
7239,017,096,25
7264,017,111,32
7296,017,007,13
7309,017,103,51
7360,017,066,102
7462,017,105,38
7500,017,026,139
7639,017,078,25
7664,017,116,66
7730,017,057,46
7776,017,086,59
7835,017,056,115
7950,017,009,19
7969,017,091,21
7990,017,097,40
8030,017,040,53
8083,017,060,66
8149,017,118,54
8203,017,031,27
8230,017,067,48
8278,017,094,36
8314,017,084,42
8356,017,023,26
8382,017,104,45
8427,017,m20,61
8488,017,032,68
8556,017,073,49
8605,017,090,78
8683,017,025,136
8819,017,m13,37
8856,017,011,74
8930,017,087,33
8963,017,m08,50
9013,017,070,39
9052,017,m32,88
9140,017,054,58
9198,017,m34,77
9275,017,048,24
9299,017,082,54
9353,017,131,43
9396,017,101,30
9426,017,052,62
9488,017,088,78
9566,017,010,13
9579,017,122,27
9606,017,037,19
9625,017,m35,70
9695,017,076,37
9732,017,114,46
0,077,m28,13
13,077,059,50
63,077,080,31
94,077,115,33
127,077,024,32
159,077,013,6
165,077,100,39
204,077,021,32
236,077,m24,79
315,077,046,18
333,077,125,33
366,077,022,53
419,077,099,30
449,077,m21,20
469,077,001,33
502,077,119,42
544,077,006,12
556,077,030,35
591,077,079,38
629,077,m17,130
759,077,m31,40
799,077,107,86
885,077,m19,53
938,077,055,64
1002,077,018,35
1037,077,042,66
1103,077,127,61
1164,077,128,49
1213,077,053,25
1238,077,027,50
1288,077,005,24
1312,077,029,20
1332,077,017,39
1371,077,033,39
1410,077,m30,95
1505,077,m29,56
1561,077,034,16
1577,077,089,36
1613,077,064,6
1619,077,m16,51
1670,077,m11,50
1720,077,092,15
1735,077,113,7
1742,077,093,63
1805,077,069,43
1848,077,035,34
1882,077,m14,59
1941,077,108,61
2002,077,m25,6
2008,077,058,70
2078,077,081,55
2133,077,m36,6
2139,077,109,47
2186,077,129,46
2232,077,068,60
2292,077,039,72
2364,077,061,63
2427,077,003,19
2446,077,serr2,80
2526,077,050,64
2590,077,037,48
2638,077,008,6
2644,077,049,19
2663,077,126,72
2735,077,085,44
2779,077,074,146
2925,077,m22,37
2962,077,102,58
3020,077,130,29
3049,077,123,71
3120,077,016,65
3185,077,072,214
3399,077,m33,30
3429,077,117,50
3479,077,065,42
3521,077,062,111
3632,077,083,34
3666,077,m15,32
3698,077,m27,41
3739,077,110,103
3842,077,106,19
3861,077,071,47
3908,077,043,27
3935,077,015,13
3948,077,044,19
3967,077,077,2800
6767,077,m26,28
6795,077,051,48
6843,077,124,41
6884,077,120,127
7011,077,047,67
7078,077,m23,41
7119,077,112,25
7144,077,045,36
7180,077,063,59
7239,077,012,20
7259,077,041,21
7280,077,095,54
7334,077,m18,41
7375,077,098,6
7381,077,121,39
7420,077,m12,114
7534,077,096,14
7548,077,111,39
7587,077,007,7
7594,077,103,58
7652,077,066,108
7760,077,105,47
7807,077,026,47
7854,077,078,38
7892,077,116,91
7983,077,057,37
8020,077,086,82
8102,077,056,96
8198,077,009,12
8210,077,091,107
8317,077,097,26
8343,077,040,21
8364,077,060,33
8397,077,118,65
8462,077,031,39
8501,077,067,41
8542,077,094,58
8600,077,084,33
8633,077,023,24
8657,077,104,30
8687,077,032,29
8716,077,073,40
8756,077,090,103
8859,077,025,28
8887,077,m13,34
8921,077,011,27
8948,077,087,42
8990,077,m08,38
9028,077,070,49
9077,077,m32,66
9143,077,054,22
9165,077,m34,85
9250,077,048,6
9256,077,075,6
9262,077,082,140
9402,077,131,32
9434,077,101,72
9506,077,052,54
9560,077,088,54
9614,077,122,7
9621,077,037,6
9627,077,m35,48
9675,077,076,32
9707,077,114,64
0,063,m28,13
13,063,059,164
177,063,080,104
281,063,115,44
325,063,024,77
402,063,013,6
408,063,100,28
436,063,021,61
497,063,m24,84
581,063,046,28
609,063,125,57
666,063,022,62
728,063,099,102
830,063,m21,92
922,063,001,14
936,063,119,71
1007,063,006,18
1025,063,030,80
1105,063,079,25
1130,063,000,12
1142,063,m17,6
1148,063,m31,67
1215,063,107,86
1301,063,m19,93
1394,063,055,73
1467,063,018,21
1488,063,042,128
1616,063,127,127
1743,063,128,97
1840,063,053,37
1877,063,027,61
1938,063,005,21
1959,063,028,19
1978,063,029,81
2059,063,017,77
2136,063,033,123
2259,063,m30,144
2403,063,m29,56
2459,063,034,35
2494,063,089,59
2553,063,064,28
2581,063,m16,98
2679,063,m11,138
2817,063,092,29
2846,063,113,48
2894,063,093,85
2979,063,069,73
3052,063,035,66
3118,063,m14,77
3195,063,108,83
3278,063,m25,6
3284,063,058,88
3372,063,081,141
3513,063,109,57
3570,063,129,54
3624,063,068,91
3715,063,039,180
3895,063,061,144
4039,063,003,12
4051,063,014,7
4058,063,serr2,50
4108,063,050,104
4212,063,037,80
4292,063,008,6
4298,063,049,57
4355,063,126,41
4396,063,085,74
4470,063,074,165
4635,063,m22,101
4736,063,102,36
4772,063,130,48
4820,063,123,90
4910,063,016,78
4988,063,072,58
5046,063,m33,93
5139,063,117,87
5226,063,065,42
5268,063,002,32
5300,063,062,193
5493,063,083,67
5560,063,m15,80
5640,063,m27,67
5707,063,110,85
5792,063,106,44
5836,063,071,128
5964,063,043,117
6081,063,044,23
6104,063,077,58
6162,063,m26,71
6233,063,051,87
6320,063,124,52
6372,063,120,92
6464,063,047,80
6544,063,m23,65
6609,063,112,48
6657,063,045,96
6753,063,063,3639
10392,063,012,42
10434,063,041,79
10513,063,095,26
10539,063,m18,62
10601,063,004,6
10607,063,121,113
10720,063,m12,38
10758,063,111,42
10800,063,103,94
10894,063,066,131
11025,063,105,39
11064,063,026,40
11104,063,078,91
11195,063,116,110
11305,063,057,88
11393,063,086,110
11503,063,056,81
11584,063,009,20
11604,063,091,122
11726,063,097,64
11790,063,040,63
11853,063,060,64
11917,063,118,81
11998,063,031,70
12068,063,067,73
12141,063,094,100
12241,063,084,95
12336,063,023,9
12345,063,104,78
12423,063,m20,78
12501,063,032,87
12588,063,073,64
12652,063,090,182
12834,063,025,58
12892,063,m13,92
12984,063,011,22
13006,063,087,44
13050,063,m08,116
13166,063,070,83
13249,063,m32,106
13355,063,054,81
13436,063,m34,129
13565,063,048,56
13621,063,075,22
13643,063,082,156
13799,063,131,60
13859,063,101,82
13941,063,052,61
14002,063,088,83
14085,063,010,7
14092,063,122,25
14117,063,037,13
14130,063,m35,89
14219,063,076,59
14278,063,114,53
0,088,m28,6
6,088,059,217
223,088,080,194
417,088,115,98
515,088,024,62
577,088,013,18
595,088,100,82
677,088,021,75
752,088,m24,85
837,088,046,82
919,088,125,157
1076,088,022,55
1131,088,099,269
1400,088,m21,83
1483,088,001,12
1495,088,119,228
1723,088,006,39
1762,088,030,81
1843,088,079,49
1892,088,000,12
1904,088,m17,128
2032,088,m31,88
2120,088,107,55
2175,088,m19,89
2264,088,055,94
2358,088,018,71
2429,088,042,101
2530,088,127,112
2642,088,128,175
2817,088,053,24
2841,088,027,46
2887,088,005,7
2894,088,028,43
2937,088,029,56
2993,088,017,88
3081,088,033,62
3143,088,m30,99
3242,088,m29,93
3335,088,034,12
3347,088,089,93
3440,088,064,25
3465,088,m16,66
3531,088,m11,57
3588,088,092,72
3660,088,113,68
3728,088,093,112
3840,088,069,95
3935,088,035,104
4039,088,m14,115
4154,088,108,146
4300,088,058,124
4424,088,081,118
4542,088,m36,6
4548,088,109,112
4660,088,129,58
4718,088,068,285
5003,088,039,76
5079,088,061,205
5284,088,003,25
5309,088,014,12
5321,088,serr2,97
5418,088,050,174
5592,088,037,107
5699,088,008,33
5732,088,049,94
5826,088,126,89
5915,088,085,71
5986,088,074,99
6085,088,m22,76
6161,088,102,108
6269,088,130,123
6392,088,123,95
6487,088,016,55
6542,088,072,112
6654,088,m33,77
6731,088,117,92
6823,088,065,79
6902,088,002,20
6922,088,062,87
7009,088,083,42
7051,088,m15,111
7162,088,m27,69
7231,088,110,89
7320,088,106,57
7377,088,071,195
7572,088,043,45
7617,088,015,30
7647,088,044,82
7729,088,077,60
7789,088,m26,86
7875,088,051,77
7952,088,124,168
8120,088,120,85
8205,088,047,97
8302,088,m23,132
8434,088,112,54
8488,088,045,85
8573,088,063,76
8649,088,012,39
8688,088,041,133
8821,088,095,71
8892,088,m18,65
8957,088,098,24
8981,088,004,12
8993,088,121,250
9243,088,m12,155
9398,088,096,16
9414,088,111,213
9627,088,007,18
9645,088,103,72
9717,088,066,130
9847,088,105,78
9925,088,026,67
9992,088,078,131
10123,088,116,97
10220,088,057,105
10325,088,086,40
10365,088,056,80
10445,088,009,27
10472,088,091,146
10618,088,097,53
10671,088,040,73
10744,088,060,130
10874,088,118,103
10977,088,031,128
11105,088,067,53
11158,088,094,206
11364,088,084,483
11847,088,023,7
11854,088,104,208
12062,088,m20,68
12130,088,032,124
12254,088,073,106
12360,088,090,140
12500,088,025,44
12544,088,m13,117
12661,088,011,51
12712,088,087,41
12753,088,m08,88
12841,088,070,78
12919,088,m32,139
13058,088,054,64
13122,088,m34,222
13344,088,048,79
13423,088,082,124
13547,088,131,74
13621,088,101,57
13678,088,052,74
13752,088,088,4033
17785,088,122,189
17974,088,m35,115
18089,088,076,37
18126,088,114,188
0,075,059,13
13,075,080,13
26,075,115,12
38,075,024,6
44,075,013,12
56,075,100,13
69,075,125,6
75,075,022,6
81,075,001,6
87,075,119,13
100,075,006,12
112,075,030,6
118,075,079,6
124,075,107,6
130,075,m19,6
136,075,055,26
162,075,018,6
168,075,042,12
180,075,127,7
187,075,053,8
195,075,027,12
207,075,005,7
214,075,028,6
220,075,m29,6
226,075,m11,18
244,075,092,7
251,075,113,6
257,075,093,20
277,075,069,6
283,075,035,8
291,075,108,17
308,075,m25,7
315,075,058,6
321,075,081,12
333,075,m36,12
345,075,109,12
357,075,068,12
369,075,039,6
375,075,061,13
388,075,050,6
394,075,037,6
400,075,008,7
407,075,085,12
419,075,074,18
437,075,102,8
445,075,123,6
451,075,072,6
457,075,117,6
463,075,m27,6
469,075,106,6
475,075,071,6
481,075,043,6
487,075,077,6
493,075,051,6
499,075,124,13
512,075,120,32
544,075,047,6
550,075,m23,19
569,075,045,6
575,075,063,25
600,075,095,6
606,075,m18,18
624,075,098,7
631,075,105,6
637,075,026,6
643,075,078,6
649,075,057,6
655,075,056,8
663,075,091,6
669,075,097,19
688,075,040,6
694,075,060,12
706,075,023,7
713,075,m20,6
719,075,073,6
725,075,090,13
738,075,m13,6
744,075,070,6
750,075,054,6
756,075,m34,6
762,075,075,1464
2226,075,101,6
2232,075,010,6
2238,075,m35,6
2244,075,076,13
2257,075,114,6
0,001,059,6
6,001,080,12
18,001,024,12
30,001,013,36
66,001,100,32
98,001,021,18
116,001,m24,7
123,001,046,6
129,001,022,18
147,001,099,13
160,001,001,1485
1645,001,119,6
1651,001,006,59
1710,001,030,7
1717,001,079,12
1729,001,000,25
1754,001,m31,7
1761,001,107,14
1775,001,m19,12
1787,001,055,21
1808,001,018,19
1827,001,042,14
1841,001,127,12
1853,001,053,6
1859,001,027,6
1865,001,005,7
1872,001,028,36
1908,001,029,7
1915,001,017,22
1937,001,033,16
1953,001,m30,20
1973,001,m29,13
1986,001,034,26
2012,001,064,44
2056,001,m16,8
2064,001,m11,6
2070,001,092,6
2076,001,093,15
2091,001,069,6
2097,001,035,7
2104,001,058,10
2114,001,081,6
2120,001,m36,6
2126,001,109,18
2144,001,068,6
2150,001,039,19
2169,001,061,20
2189,001,003,14
2203,001,014,13
2216,001,serr2,12
2228,001,050,20
2248,001,037,13
2261,001,008,8
2269,001,049,6
2275,001,085,25
2300,001,074,21
2321,001,016,6
2327,001,072,18
2345,001,m33,12
2357,001,117,12
2369,001,065,12
2381,001,062,6
2387,001,110,7
2394,001,106,7
2401,001,071,21
2422,001,015,23
2445,001,077,36
2481,001,m26,6
2487,001,051,14
2501,001,124,18
2519,001,120,6
2525,001,047,6
2531,001,m23,6
2537,001,045,12
2549,001,063,14
2563,001,012,6
2569,001,041,12
2581,001,095,12
2593,001,m18,18
2611,001,098,12
2623,001,004,32
2655,001,121,13
2668,001,m12,8
2676,001,096,13
2689,001,111,12
2701,001,007,6
2707,001,066,27
2734,001,105,6
2740,001,026,14
2754,001,078,8
2762,001,116,18
2780,001,057,8
2788,001,056,13
2801,001,009,12
2813,001,091,7
2820,001,097,6
2826,001,040,12
2838,001,060,13
2851,001,118,19
2870,001,031,6
2876,001,067,6
2882,001,094,31
2913,001,023,12
2925,001,104,6
2931,001,032,6
2937,001,073,18
2955,001,090,15
2970,001,025,19
2989,001,m13,15
3004,001,011,6
3010,001,087,19
3029,001,070,6
3035,001,m32,28
3063,001,054,12
3075,001,m34,13
3088,001,048,12
3100,001,075,6
3106,001,082,14
3120,001,101,6
3126,001,052,9
3135,001,088,12
3147,001,122,6
3153,001,037,12
3165,001,076,25
0,015,m28,26
26,015,059,30
56,015,080,15
71,015,115,6
77,015,024,26
103,015,013,28
131,015,100,24
155,015,021,25
180,015,m24,18
198,015,125,6
204,015,022,19
223,015,099,18
241,015,001,18
259,015,119,7
266,015,006,40
306,015,030,12
318,015,079,13
331,015,000,45
376,015,m17,7
383,015,m31,12
395,015,107,7
402,015,m19,6
408,015,055,26
434,015,018,12
446,015,042,25
471,015,127,31
502,015,128,12
514,015,053,13
527,015,005,35
562,015,028,65
627,015,029,12
639,015,017,37
676,015,033,18
694,015,m30,13
707,015,m29,7
714,015,034,6
720,015,064,33
753,015,m16,6
759,015,m11,6
765,015,092,7
772,015,113,13
785,015,093,6
791,015,069,18
809,015,058,19
828,015,081,19
847,015,m36,18
